Canal,Formato,Tienda,Marca,Genero,Tipo,Cantidad_Inventario,Cantidad_Ventas,Precio_Lista_Mediana,n_skus_inventario,n_skus_con_ventas,n_registros_inv,flag_confiable,flag_tiene_ventas
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,FALDA,1.0,1.0,329900.0,1,1,1,False,True
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,FALDA,4.0,0.0,329900.0,4,0,4,False,False
Pilatos,Linea,MOVIL EVENTO 2,NEW BALANCE,FEMENINO,PANTALON,43.0,4.0,424900.0,30,4,30,True,True
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,PANTALON,29.0,14.0,529900.0,19,10,19,True,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,PANTALON,21.0,2.0,409900.0,15,2,15,True,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,PANTALON,29.0,6.0,529900.0,20,5,20,True,True
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,FEMENINO,PANTALON,39.0,15.0,529900.0,19,9,19,True,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,PANTALON,20.0,0.0,469900.0,16,0,16,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,PANTALON,26.0,0.0,409900.0,18,0,18,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,PANTALON,26.0,0.0,529900.0,19,0,19,True,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,PANTALON,18.0,1.0,594900.0,18,1,18,True,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,FEMENINO,PANTALON,32.0,0.0,529900.0,24,0,24,True,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,PANTALON,15.0,0.0,549900.0,13,0,13,True,False
NewBalance,Linea,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,PANTALON,26.0,0.0,529900.0,19,0,19,True,False
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NEW BALANCE,FEMENINO,PANTALON,1.0,1.0,432900.0,1,1,1,False,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,FEMENINO,PANTALON,16.0,14.0,419900.0,13,14,13,True,True
Pilatos,Linea,PILATOS NUESTRO BOGOTA,NEW BALANCE,FEMENINO,PANTALON,18.0,0.0,409900.0,11,0,11,True,False
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,FEMENINO,PANTALON,35.0,0.0,419900.0,17,0,17,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,FEMENINO,PANTALON,48.0,0.0,399900.0,21,0,21,True,False
Pilatos,Mixta,PILATOS PREMIUM SOPO,NEW BALANCE,FEMENINO,PANTALON,3.0,0.0,399900.0,2,0,2,False,False
Pilatos,Mixta,PILATOS UNICO BARRANQUILLA,NEW BALANCE,FEMENINO,PANTALON,4.0,3.0,409900.0,2,3,2,False,True
Pilatos,Mixta,PILATOS UNICO VILLAVICENCIO,NEW BALANCE,FEMENINO,PANTALON,3.0,0.0,409900.0,3,0,3,False,False
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,ROPA INTERIOR,2.0,17.0,269900.0,2,9,2,False,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,ROPA INTERIOR,12.0,1.0,269900.0,8,1,8,False,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,ROPA INTERIOR,6.0,2.0,269900.0,6,2,6,False,True
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,FEMENINO,ROPA INTERIOR,8.0,8.0,269900.0,6,6,6,False,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,ROPA INTERIOR,12.0,0.0,269900.0,8,0,8,False,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,ROPA INTERIOR,14.0,0.0,444900.0,10,0,10,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,ROPA INTERIOR,12.0,0.0,269900.0,8,0,8,False,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,ROPA INTERIOR,10.0,1.0,399900.0,9,1,9,False,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,FEMENINO,ROPA INTERIOR,10.0,0.0,269900.0,7,0,7,False,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,ROPA INTERIOR,13.0,0.0,399900.0,9,0,9,False,False
NewBalance,Linea,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,ROPA INTERIOR,7.0,0.0,269900.0,6,0,6,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,FEMENINO,ROPA INTERIOR,2.0,0.0,619900.0,1,0,1,False,False
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,SANDALIAS,2.0,1.0,209900.0,2,1,2,False,True
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,SANDALIAS,6.0,0.0,239900.0,6,0,6,False,False
Pilatos,Linea,MOVIL EVENTO 2,NEW BALANCE,FEMENINO,SUDADERA,2.0,0.0,409900.0,1,0,1,False,False
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,SUDADERA,11.0,6.0,569900.0,11,6,11,True,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,SUDADERA,3.0,1.0,419900.0,3,1,3,False,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,SUDADERA,4.0,0.0,479900.0,4,0,4,False,False
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,FEMENINO,SUDADERA,9.0,12.0,569900.0,9,11,9,False,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,SUDADERA,2.0,0.0,539900.0,2,0,2,False,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,SUDADERA,6.0,0.0,569900.0,6,0,6,False,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,SUDADERA,10.0,0.0,569900.0,9,0,9,False,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,SUDADERA,10.0,1.0,419900.0,8,1,8,False,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,FEMENINO,SUDADERA,4.0,0.0,539900.0,3,0,3,False,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,SUDADERA,8.0,0.0,494900.0,8,0,8,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,FEMENINO,SUDADERA,21.0,3.0,474400.0,10,2,10,True,True
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,NEW BALANCE,FEMENINO,SUDADERA,11.0,2.0,538900.0,11,2,11,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,FEMENINO,SUDADERA,30.0,0.0,429900.0,18,0,18,True,False
MFG,Linea,MFG CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,7.0,0.0,604900.0,7,0,7,False,False
MFG,Linea,MFG MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,FEMENINO,TENIS,2.0,0.0,604900.0,2,0,2,False,False
MFG,Linea,MFG OVIEDO MEDELLIN,NEW BALANCE,FEMENINO,TENIS,7.0,1.0,604900.0,7,1,7,False,True
MFG,Linea,MFG PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,TENIS,4.0,1.0,604900.0,4,1,4,False,True
MFG,Linea,MFG SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,8.0,3.0,599900.0,8,3,8,False,True
MFG,Linea,MFG VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,5.0,0.0,604900.0,5,0,5,False,False
Pilatos,Linea,MOVIL EVENTO 1,NEW BALANCE,FEMENINO,TENIS,34.0,25.0,597900.0,33,24,33,True,True
Pilatos,Linea,MOVIL EVENTO 2,NEW BALANCE,FEMENINO,TENIS,72.0,18.0,649900.0,68,18,68,True,True
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,TENIS,520.0,847.0,712900.0,395,463,395,True,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,433.0,239.0,599900.0,301,191,301,True,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,403.0,471.0,649900.0,282,281,282,True,True
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,FEMENINO,TENIS,722.0,1253.0,829900.0,505,638,505,True,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,TENIS,410.0,0.0,649900.0,277,0,277,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,TENIS,444.0,0.0,599900.0,309,0,309,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,426.0,0.0,649900.0,304,0,304,True,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,FEMENINO,TENIS,451.0,396.0,649900.0,363,288,363,True,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,FEMENINO,TENIS,540.0,0.0,659900.0,411,0,411,True,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,TENIS,506.0,0.0,649900.0,384,0,384,True,False
NewBalance,Linea,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,491.0,0.0,659900.0,362,0,362,True,False
Pilatos,Franquicia,PILATOS  LETICIA AMAZONAS,NEW BALANCE,FEMENINO,TENIS,147.0,37.0,604900.0,141,36,141,True,True
Pilatos,Franquicia,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,FEMENINO,TENIS,69.0,30.0,599900.0,61,29,61,True,True
Pilatos,Franquicia,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,115.0,78.0,599900.0,97,66,97,True,True
Pilatos,Linea,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,FEMENINO,TENIS,111.0,73.0,599900.0,93,53,93,True,True
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NEW BALANCE,FEMENINO,TENIS,120.0,124.0,599900.0,96,95,96,True,True
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,128.0,85.0,599900.0,110,68,110,True,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,146.0,129.0,599900.0,137,99,137,True,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,FEMENINO,TENIS,150.0,85.0,604900.0,123,77,123,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,NEW BALANCE,FEMENINO,TENIS,116.0,52.0,599900.0,100,45,100,True,True
Pilatos,Linea,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,FEMENINO,TENIS,60.0,12.0,604900.0,58,12,58,True,True
Pilatos,Linea,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,88.0,17.0,599900.0,73,17,73,True,True
Pilatos,Linea,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,FEMENINO,TENIS,49.0,11.0,599900.0,44,9,44,True,True
Pilatos,Linea,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,FEMENINO,TENIS,59.0,26.0,659900.0,56,25,56,True,True
Pilatos,Franquicia,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,88.0,33.0,599900.0,75,30,75,True,True
Pilatos,Franquicia,PILATOS CAMPANARIO POPAYAN,NEW BALANCE,FEMENINO,TENIS,91.0,48.0,599900.0,79,45,79,True,True
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,67.0,23.0,599900.0,52,22,52,True,True
Pilatos,Linea,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,FEMENINO,TENIS,72.0,19.0,599900.0,61,18,61,True,True
Pilatos,Outlet,PILATOS CENTRO COMERCIAL EL EDÉN,NEW BALANCE,FEMENINO,TENIS,17.0,57.0,705900.0,12,41,12,True,True
Pilatos,Linea,PILATOS CHIPICHAPE CALI,NEW BALANCE,FEMENINO,TENIS,75.0,22.0,599900.0,60,21,60,True,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,FEMENINO,TENIS,53.0,76.0,709900.0,40,62,40,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,NEW BALANCE,FEMENINO,TENIS,143.0,113.0,604900.0,110,83,110,True,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,TENIS,84.0,20.0,604900.0,80,20,80,True,True
Pilatos,Franquicia,PILATOS FUSAGASUGA,NEW BALANCE,FEMENINO,TENIS,58.0,10.0,627400.0,56,10,56,True,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,NEW BALANCE,FEMENINO,TENIS,200.0,90.0,599900.0,161,75,161,True,True
Pilatos,Linea,PILATOS GRAN PLAZA IPIALES,NEW BALANCE,FEMENINO,TENIS,121.0,60.0,599900.0,111,50,111,True,True
Pilatos,Franquicia,PILATOS IPIALES,NEW BALANCE,FEMENINO,TENIS,227.0,39.0,604900.0,218,38,218,True,True
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,NEW BALANCE,FEMENINO,TENIS,169.0,55.0,649900.0,123,43,123,True,True
Pilatos,Linea,PILATOS JEANS ANDINO BOGOTA,NEW BALANCE,FEMENINO,TENIS,17.0,13.0,599900.0,17,13,17,True,True
Pilatos,Franquicia,PILATOS LA ESTACION IBAGUE,NEW BALANCE,FEMENINO,TENIS,77.0,53.0,604900.0,70,41,70,True,True
Pilatos,Linea,PILATOS LA HERRADURA TULUA,NEW BALANCE,FEMENINO,TENIS,87.0,20.0,659900.0,83,19,83,True,True
Pilatos,Franquicia,PILATOS LLANOGRANDE PALMIRA,NEW BALANCE,FEMENINO,TENIS,117.0,34.0,599900.0,92,30,92,True,True
Pilatos,Linea,PILATOS MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,TENIS,83.0,47.0,599900.0,60,39,60,True,True
Pilatos,Franquicia,PILATOS MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,132.0,72.0,599900.0,107,60,107,True,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,NEW BALANCE,FEMENINO,TENIS,82.0,98.0,599900.0,78,77,78,True,True
Pilatos,Linea,PILATOS MEGAMALL BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,93.0,26.0,599900.0,84,23,84,True,True
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,FEMENINO,TENIS,93.0,69.0,599900.0,81,55,81,True,True
Pilatos,Linea,PILATOS NQS MALL PLAZA BOGOTA,NEW BALANCE,FEMENINO,TENIS,63.0,33.0,659900.0,58,31,58,True,True
Pilatos,Linea,PILATOS NUESTRO BOGOTA,NEW BALANCE,FEMENINO,TENIS,23.0,38.0,724900.0,23,34,23,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,FEMENINO,TENIS,108.0,0.0,664900.0,88,0,88,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,FEMENINO,TENIS,27.0,0.0,705900.0,21,0,21,True,False
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,NEW BALANCE,FEMENINO,TENIS,94.0,0.0,594900.0,93,0,93,True,False
Pilatos,Linea,PILATOS PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,TENIS,115.0,50.0,604900.0,101,47,101,True,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,NEW BALANCE,FEMENINO,TENIS,103.0,92.0,599900.0,90,81,90,True,True
Pilatos,Mixta,PILATOS PREMIUM SOPO,NEW BALANCE,FEMENINO,TENIS,52.0,24.0,559900.0,38,21,38,True,True
Pilatos,Linea,PILATOS PRIMAVERA URBANA VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,103.0,13.0,599900.0,92,12,92,True,True
Pilatos,Franquicia,PILATOS QUIBDO,NEW BALANCE,FEMENINO,TENIS,69.0,32.0,599900.0,54,28,54,True,True
Pilatos,Mixta,PILATOS SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,73.0,80.0,599900.0,66,64,66,True,True
Pilatos,Franquicia,PILATOS SAN SILVESTRE BARRANCABERMEJA,NEW BALANCE,FEMENINO,TENIS,80.0,37.0,604900.0,73,36,73,True,True
Pilatos,Franquicia,PILATOS SANTA ROSA,NEW BALANCE,FEMENINO,TENIS,168.0,83.0,599900.0,147,77,147,True,True
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,NEW BALANCE,FEMENINO,TENIS,139.0,123.0,649900.0,119,95,119,True,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,NEW BALANCE,FEMENINO,TENIS,143.0,77.0,649900.0,117,67,117,True,True
Pilatos,Linea,PILATOS UNICENTRO CALI,NEW BALANCE,FEMENINO,TENIS,92.0,34.0,599900.0,82,33,82,True,True
Pilatos,Mixta,PILATOS UNICENTRO MEDELLIN,NEW BALANCE,FEMENINO,TENIS,21.0,31.0,705900.0,20,28,20,True,True
Pilatos,Outlet,PILATOS UNICENTRO PEREIRA,NEW BALANCE,FEMENINO,TENIS,82.0,0.0,659900.0,77,0,77,True,False
Pilatos,Franquicia,PILATOS UNICENTRO TUNJA,NEW BALANCE,FEMENINO,TENIS,94.0,12.0,659900.0,86,10,86,True,True
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,65.0,21.0,659900.0,65,20,65,True,True
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,NEW BALANCE,FEMENINO,TENIS,80.0,59.0,599900.0,66,45,66,True,True
Pilatos,Mixta,PILATOS UNICO BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,19.0,9.0,532900.0,11,8,11,True,True
Pilatos,Mixta,PILATOS UNICO BUCARAMANGA,NEW BALANCE,FEMENINO,TENIS,12.0,37.0,722900.0,12,31,12,True,True
Pilatos,Linea,PILATOS UNICO CALI 2,NEW BALANCE,FEMENINO,TENIS,23.0,19.0,589900.0,14,13,14,True,True
Pilatos,Mixta,PILATOS UNICO PASTO,NEW BALANCE,FEMENINO,TENIS,12.0,30.0,589900.0,11,25,11,True,True
Pilatos,Mixta,PILATOS UNICO PEREIRA,NEW BALANCE,FEMENINO,TENIS,77.0,87.0,705900.0,45,60,45,True,True
Pilatos,Mixta,PILATOS UNICO VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,8.0,8.0,765900.0,8,7,8,False,True
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,73.0,51.0,599900.0,59,40,59,True,True
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,NEW BALANCE,FEMENINO,TENIS,134.0,133.0,599900.0,107,100,107,True,True
Pilatos,Franquicia,PILATOS VIVA TUNJA,NEW BALANCE,FEMENINO,TENIS,79.0,37.0,599900.0,70,32,70,True,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,75.0,25.0,599900.0,63,22,63,True,True
Pilatos,Linea,MOVIL EVENTO 1,NEW BALANCE,MASCULINO,BERMUDA,8.0,2.0,329900.0,7,1,7,False,True
Pilatos,Linea,MOVIL EVENTO 2,NEW BALANCE,MASCULINO,BERMUDA,3.0,0.0,219900.0,3,0,3,False,False
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,MASCULINO,BERMUDA,23.0,43.0,419900.0,18,22,18,True,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,MASCULINO,BERMUDA,17.0,20.0,419900.0,14,17,14,True,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,MASCULINO,BERMUDA,33.0,15.0,419900.0,29,10,29,True,True
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,MASCULINO,BERMUDA,34.0,90.0,289900.0,24,42,24,True,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,MASCULINO,BERMUDA,17.0,0.0,289900.0,14,0,14,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,MASCULINO,BERMUDA,12.0,0.0,289900.0,11,0,11,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,BERMUDA,22.0,0.0,289900.0,17,0,17,True,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,BERMUDA,9.0,7.0,419900.0,7,7,7,False,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,BERMUDA,33.0,0.0,289900.0,22,0,22,True,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,BERMUDA,16.0,0.0,419900.0,14,0,14,True,False
NewBalance,Linea,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,MASCULINO,BERMUDA,28.0,0.0,289900.0,21,0,21,True,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,MASCULINO,BERMUDA,8.0,3.0,589900.0,8,3,8,False,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,MASCULINO,BERMUDA,4.0,0.0,324900.0,4,0,4,False,False
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,MASCULINO,BOLSO,2.0,3.0,205900.0,1,1,1,False,True
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,BOLSO,1.0,0.0,89900.0,1,0,1,False,False
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,MASCULINO,BUZO,9.0,12.0,569900.0,3,7,3,False,True
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,BUZO,4.0,2.0,569900.0,4,2,4,False,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,BUZO,8.0,0.0,569900.0,4,0,4,False,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,BUZO,8.0,0.0,569900.0,4,0,4,False,False
Pilatos,Outlet,PILATOS CENTRO COMERCIAL EL EDÉN,NEW BALANCE,MASCULINO,BUZO,1.0,0.0,349900.0,1,0,1,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,MASCULINO,BUZO,9.0,0.0,615900.0,6,0,6,False,False
Pilatos,Linea,PILATOS NUESTRO BOGOTA,NEW BALANCE,MASCULINO,BUZO,9.0,0.0,615900.0,4,0,4,False,False
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,NEW BALANCE,MASCULINO,BUZO,17.0,6.0,552900.0,16,6,16,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,MASCULINO,BUZO,3.0,0.0,349900.0,3,0,3,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,MASCULINO,BUZO,7.0,0.0,349900.0,4,0,4,False,False
Pilatos,Linea,MOVIL EVENTO 1,NEW BALANCE,MASCULINO,CAMISETA,34.0,21.0,239900.0,23,19,23,True,True
Pilatos,Linea,MOVIL EVENTO 2,NEW BALANCE,MASCULINO,CAMISETA,52.0,41.0,239900.0,49,35,49,True,True
NewBalance,Linea,NEW BALANCE ARBOLEDA,NEW BALANCE,MASCULINO,CAMISETA,123.0,128.0,239900.0,83,85,83,True,True
NewBalance,Linea,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,MASCULINO,CAMISETA,83.0,74.0,259900.0,63,58,63,True,True
NewBalance,Linea,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,MASCULINO,CAMISETA,107.0,89.0,239900.0,81,68,81,True,True
NewBalance,Linea,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,MASCULINO,CAMISETA,96.0,254.0,249900.0,50,116,50,True,True
NewBalance,Linea,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,MASCULINO,CAMISETA,67.0,0.0,239900.0,54,0,54,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,MASCULINO,CAMISETA,94.0,0.0,259900.0,80,0,80,True,False
NewBalance,Linea,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,CAMISETA,107.0,0.0,239900.0,78,0,78,True,False
NewBalance,Mixta,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,CAMISETA,23.0,35.0,289900.0,17,34,17,True,True
NewBalance,Linea,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,CAMISETA,125.0,0.0,239900.0,89,0,89,True,False
NewBalance,Linea,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,CAMISETA,47.0,0.0,259900.0,38,0,38,True,False
NewBalance,Linea,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,MASCULINO,CAMISETA,88.0,0.0,239900.0,65,0,65,True,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,NEW BALANCE,MASCULINO,CAMISETA,15.0,11.0,264900.0,13,11,13,True,True
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,NEW BALANCE,MASCULINO,CAMISETA,22.0,37.0,194900.0,22,31,22,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,NEW BALANCE,MASCULINO,CAMISETA,21.0,0.0,269900.0,13,0,13,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,MASCULINO,CAMISETA,5.0,0.0,355900.0,3,0,3,False,False
