CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,UNISEX,TENIS,26.0,949900.0,"[920900.0, 960400.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,UNISEX,TENIS,5.0,964900.0,"[960400.0, 1000295.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,UNISEX,TENIS,2.0,999900.0,"[960400.0, 1000295.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,FEMENINO,GORRO,2.0,169990.0,"[169990.0, 173990.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,FEMENINO,GORRO,2.0,209990.0,"[205990.0, 210030.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,UNISEX,GORRO,2.0,179990.0,"[178990.0, 187990.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,UNISEX,GORRO,1.0,189990.0,"[187990.0, 196990.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,UNISEX,GORRO,1.0,209990.0,"[205990.0, 214990.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW ERA,UNISEX,GORRO,10.0,219990.0,"[214990.0, 223990.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,1.0,554950.0,"[554950.0, 614450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,2.0,619950.0,"[614450.0, 673950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,2.0,679886.67,"[673950.0, 733450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,1.0,679950.0,"[673950.0, 733450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,1.0,764950.0,"[733450.0, 792950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,2.0,864950.0,"[852450.0, 911950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,1.0,924950.0,"[911950.0, 971450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,FEMENINO,TENIS,1.0,969950.0,"[911950.0, 971450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,539950.0,"[529950.0, 579950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,559950.0,"[529950.0, 579950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,569950.0,"[529950.0, 579950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,599950.0,"[579950.0, 629950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,659950.0,"[629950.0, 679950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,2.0,679950.0,"[679950.0, 729950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,714950.0,"[679950.0, 729950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,724950.0,"[679950.0, 729950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,764950.0,"[729950.0, 779950.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NIKE,MASCULINO,TENIS,1.0,979950.0,"[929950.0, 980450.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,OAKLEY,MASCULINO,GORRO,5.0,149900.0,"[148100.0, 155500.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,OAKLEY,MASCULINO,GORRO,1.0,172900.0,"[170300.0, 177700.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,OAKLEY,MASCULINO,GORRO,4.0,175900.0,"[170300.0, 177700.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,PILATOS,UNISEX,PROTECCION,8.0,29900.0,"[29900.0, 29905.98)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,FEMENINO,TENIS,1.0,499900.0,"[499900.0, 544900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,FEMENINO,TENIS,2.0,699900.0,"[679900.0, 724900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,FEMENINO,TENIS,2.0,899900.0,"[859900.0, 904900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,MASCULINO,CAMISETA,1.0,199900.0,"[199900.0, 209900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,MASCULINO,GORRO,2.0,149900.0,"[149900.0, 149929.98)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,MASCULINO,TENIS,2.0,649900.0,"[649900.0, 679900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,REPLAY,MASCULINO,TENIS,2.0,699900.0,"[679900.0, 709900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,BUZO,1.0,399900.0,"[399900.0, 407900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,BUZO,4.0,419900.0,"[415900.0, 423900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,BUZO,1.0,479900.0,"[471900.0, 479980.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,4.0,699900.0,"[681900.0, 727900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,3.0,749900.0,"[727900.0, 773900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,3.0,799900.0,"[773900.0, 819900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,1.0,849900.0,"[819900.0, 865900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,1.0,1049900.0,"[1003900.0, 1050360.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,2.0,449900.0,"[449900.0, 474900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,5.0,499900.0,"[499900.0, 524900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,7.0,549900.0,"[549900.0, 574900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,1.0,599900.0,"[599900.0, 624900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,BUZO,2.0,649900.0,"[624900.0, 650150.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CAMISETA,4.0,219900.0,"[219900.0, 225900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CAMISETA,3.0,249900.0,"[249900.0, 255900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CAMISETA,6.0,279900.0,"[273900.0, 279960.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,649900.0,"[649900.0, 689900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,699900.0,"[689900.0, 729900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,2.0,749900.0,"[729900.0, 769900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,5.0,779900.0,"[769900.0, 809900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,3.0,829900.0,"[809900.0, 849900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,849900.0,"[849900.0, 889900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,879900.0,"[849900.0, 889900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,11.0,899900.0,"[889900.0, 929900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,999900.0,"[969900.0, 1009900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,6.0,1049900.0,"[1009900.0, 1050300.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,MORRAL,3.0,299900.0,"[299900.0, 314900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,MORRAL,1.0,399900.0,"[389900.0, 404900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,MORRAL,2.0,419900.0,"[419900.0, 434900.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,MORRAL,1.0,449900.0,"[434900.0, 450050.0)"
135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,POLO,1.0,299900.0,"[299900.0, 299959.98)"
138,PILATOS VIVA BARRANQUILLA,AHLI,UNISEX,FRAGANCIA,8.0,500000.0,"[500000.0, 500100.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,6.0,125900.0,"[124500.0, 129100.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,3.0,129900.0,"[129100.0, 133700.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,4.0,135900.0,"[133700.0, 138300.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,4.0,145900.0,"[142900.0, 147500.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,2.0,155900.0,"[152100.0, 156700.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,2.0,159900.0,"[156700.0, 161300.0)"
138,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,1.0,165900.0,"[161300.0, 165946.0)"
138,PILATOS VIVA BARRANQUILLA,AP CROWN,FEMENINO,CAMISETA,1.0,260000.0,"[260000.0, 266000.0)"
138,PILATOS VIVA BARRANQUILLA,AP CROWN,MASCULINO,CAMISETA,1.0,320000.0,"[320000.0, 324000.0)"
138,PILATOS VIVA BARRANQUILLA,AP CROWN,MASCULINO,CAMISETA,1.0,340000.0,"[340000.0, 344000.0)"
138,PILATOS VIVA BARRANQUILLA,AP CROWN,UNISEX,GORRO,1.0,260000.0,"[260000.0, 266000.0)"
138,PILATOS VIVA BARRANQUILLA,BLACKOUD,UNISEX,FRAGANCIA,5.0,350000.0,"[350000.0, 350070.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,FEMENINO,CAMISETA,5.0,280000.0,"[280000.0, 287000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,FEMENINO,CAMISETA,2.0,300000.0,"[294000.0, 301000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,FEMENINO,CAMISETA,2.0,340000.0,"[336000.0, 343000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,FEMENINO,CAMISETA,7.0,350000.0,"[343000.0, 350070.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,BERMUDA,2.0,430000.0,"[427000.0, 430030.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,4.0,320000.0,"[320000.0, 329000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,1.0,340000.0,"[338000.0, 347000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,3.0,350000.0,"[347000.0, 356000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,1.0,360000.0,"[356000.0, 365000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,10.0,370000.0,"[365000.0, 374000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,11.0,390000.0,"[383000.0, 392000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,CAMISETA,3.0,410000.0,"[401000.0, 410090.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,GORRO,1.0,320000.0,"[317000.0, 320030.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,MASCULINO,SUDADERA,2.0,500000.0,"[500000.0, 500100.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,UNISEX,GORRO,7.0,270000.0,"[270000.0, 273000.0)"
138,PILATOS VIVA BARRANQUILLA,CLEMONT,UNISEX,GORRO,4.0,300000.0,"[297000.0, 300030.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,2.0,999900.0,"[999900.0, 1019900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1149900.0,"[1139900.0, 1159900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,2.0,1199900.0,"[1179900.0, 1200100.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,19.0,399900.0,"[399900.0, 439900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,6.0,449900.0,"[439900.0, 479900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,10.0,499900.0,"[479900.0, 519900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,4.0,549900.0,"[519900.0, 559900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,1.0,699900.0,"[679900.0, 719900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,CAMISETA,7.0,749900.0,"[719900.0, 759900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,FRAGANCIA,2.0,399900.0,"[389945.0, 401954.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,799920.0,"[799920.0, 929918.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,849900.0,"[799920.0, 929918.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,899900.0,"[799920.0, 929918.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,949900.0,"[929918.0, 1059916.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,999900.0,"[929918.0, 1059916.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1099900.0,"[1059916.0, 1189914.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,1199900.0,"[1189914.0, 1319912.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1499900.0,"[1449910.0, 1579908.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1599900.0,"[1579908.0, 1709906.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,2.0,1699900.0,"[1579908.0, 1709906.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,4.0,1799900.0,"[1709906.0, 1839904.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1899900.0,"[1839904.0, 1969902.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,POLO,9.0,499900.0,"[499900.0, 504900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1.0,849900.0,"[849900.0, 899900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,19.0,949900.0,"[949900.0, 999900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,24.0,999900.0,"[999900.0, 1049900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,15.0,1099900.0,"[1099900.0, 1149900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,2.0,1149900.0,"[1149900.0, 1199900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,10.0,1199900.0,"[1199900.0, 1249900.0)"
138,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,3.0,1249900.0,"[1249900.0, 1299900.0)"
138,PILATOS VIVA BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,30.0,269900.0,"[269900.0, 278900.0)"
138,PILATOS VIVA BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,3.0,299900.0,"[296900.0, 305900.0)"
138,PILATOS VIVA BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,9.0,319900.0,"[314900.0, 323900.0)"
138,PILATOS VIVA BARRANQUILLA,GOORIN BROS,MASCULINO,GORRO,5.0,359900.0,"[350900.0, 359990.0)"
138,PILATOS VIVA BARRANQUILLA,GOORIN BROS,UNISEX,GORRO,1.0,269900.0,"[269900.0, 269953.98)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,MASCULINO,TENIS,1.0,385000.0,"[382000.0, 396000.0)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,MASCULINO,TENIS,1.0,390000.0,"[382000.0, 396000.0)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,MASCULINO,TENIS,6.0,450000.0,"[438000.0, 452000.0)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,MASCULINO,TENIS,1.0,480000.0,"[466000.0, 480140.0)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,UNISEX,TENIS,3.0,385000.0,"[385000.0, 391500.0)"
138,PILATOS VIVA BARRANQUILLA,LE COQ SPORTIF,UNISEX,TENIS,3.0,450000.0,"[443500.0, 450065.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,119900.0,"[109900.0, 132900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,4.0,139900.0,"[132900.0, 155900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,149900.0,"[132900.0, 155900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,169900.0,"[155900.0, 178900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,189900.0,"[178900.0, 201900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,9.0,199900.0,"[178900.0, 201900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,219900.0,"[201900.0, 224900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,4.0,339900.0,"[316900.0, 340130.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,349900.0,"[334900.0, 369900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,2.0,399900.0,"[369900.0, 404900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,2.0,449900.0,"[439900.0, 474900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,7.0,349900.0,"[349900.0, 354900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,2.0,389900.0,"[389900.0, 394900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,1.0,89900.0,"[89900.0, 110900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,109900.0,"[89900.0, 110900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,33.0,139900.0,"[131900.0, 152900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,3.0,169900.0,"[152900.0, 173900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,42.0,189900.0,"[173900.0, 194900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,1.0,199900.0,"[194900.0, 215900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,1.0,209900.0,"[194900.0, 215900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,229900.0,"[215900.0, 236900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,19.0,239900.0,"[236900.0, 257900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,249900.0,"[236900.0, 257900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,7.0,259900.0,"[257900.0, 278900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,279900.0,"[278900.0, 300110.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,299900.0,"[278900.0, 300110.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,3.0,199900.0,"[199900.0, 201900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,11.0,349900.0,"[349900.0, 381900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,389900.0,"[381900.0, 413900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,8.0,399900.0,"[381900.0, 413900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,10.0,449900.0,"[445900.0, 477900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,499900.0,"[477900.0, 509900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,549900.0,"[541900.0, 573900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,589900.0,"[573900.0, 605900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,619900.0,"[605900.0, 637900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,2.0,669900.0,"[637900.0, 670220.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,1.0,349900.0,"[349900.0, 371900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,4.0,159900.0,"[159900.0, 172900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,8.0,199900.0,"[198900.0, 211900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,6.0,229900.0,"[224900.0, 237900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,11.0,249900.0,"[237900.0, 250900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,1.0,269900.0,"[263900.0, 276900.0)"
138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,1.0,289900.0,"[276900.0, 290030.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,4.0,290000.0,"[280000.0, 297000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,2.0,300000.0,"[297000.0, 314000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,7.0,310000.0,"[297000.0, 314000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,4.0,320000.0,"[314000.0, 331000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,1.0,330000.0,"[314000.0, 331000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,2.0,400000.0,"[399000.0, 416000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,1.0,420000.0,"[416000.0, 433000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,JEAN,2.0,690000.0,"[680000.0, 690100.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,BUZO,1.0,590000.0,"[590000.0, 590118.0)"
