CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,FEMENINO,BUZO,1.0,479900.0,"[473900.0, 479960.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,FEMENINO,CAMISETA,3.0,229900.0,"[229900.0, 234900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,4.0,799900.0,"[769900.0, 804900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BOLSO,2.0,199900.0,"[199900.0, 199939.98)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,3.0,449900.0,"[449900.0, 464900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,2.0,549900.0,"[539900.0, 554900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,BUZO,1.0,599900.0,"[584900.0, 600050.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISA,2.0,399900.0,"[391900.0, 405900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,1.0,159900.0,"[159900.0, 173900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,1.0,169900.0,"[159900.0, 173900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,1.0,219900.0,"[215900.0, 229900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,1.0,229900.0,"[229900.0, 243900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,6.0,249900.0,"[243900.0, 257900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,3.0,279900.0,"[271900.0, 285900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CAMISETA,4.0,299900.0,"[285900.0, 300040.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,749900.0,"[734900.0, 779900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,779900.0,"[779900.0, 824900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,1.0,829900.0,"[824900.0, 869900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,8.0,899900.0,"[869900.0, 914900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,2.0,1049900.0,"[1004900.0, 1050350.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,GORRO,2.0,159900.0,"[159900.0, 163900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,GORRO,3.0,169900.0,"[167900.0, 171900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,GORRO,1.0,189900.0,"[187900.0, 191900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,JEAN,3.0,599900.0,"[589900.0, 600000.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,MORRAL,2.0,299900.0,"[299900.0, 318900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,MORRAL,1.0,339900.0,"[337900.0, 356900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,MORRAL,3.0,399900.0,"[394900.0, 413900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,MORRAL,2.0,419900.0,"[413900.0, 432900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,MORRAL,1.0,449900.0,"[432900.0, 451900.0)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,POLO,3.0,299900.0,"[299900.0, 299959.98)"
302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,TENIS,1.0,549900.0,"[549900.0, 594900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,3.0,125900.0,"[119900.0, 126900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,1.0,129900.0,"[126900.0, 133900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,3.0,135900.0,"[133900.0, 140900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,2.0,139900.0,"[133900.0, 140900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,2.0,145900.0,"[140900.0, 147900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,2.0,149900.0,"[147900.0, 154900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,2.0,155900.0,"[154900.0, 161900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,1.0,159900.0,"[154900.0, 161900.0)"
317,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,1.0,169900.0,"[168900.0, 175900.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,FEMENINO,CAMISETA,4.0,290000.0,"[290000.0, 296000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,FEMENINO,CAMISETA,6.0,300000.0,"[296000.0, 302000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,FEMENINO,CAMISETA,2.0,350000.0,"[344000.0, 350060.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,FEMENINO,CHAQUETA,2.0,500000.0,"[500000.0, 500100.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,BERMUDA,2.0,430000.0,"[427000.0, 430030.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,BUZO,1.0,470000.0,"[470000.0, 488000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,BUZO,2.0,580000.0,"[578000.0, 596000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,BUZO,1.0,600000.0,"[596000.0, 614000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,BUZO,4.0,650000.0,"[632000.0, 650180.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,1.0,320000.0,"[320000.0, 329000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,1.0,350000.0,"[347000.0, 356000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,18.0,370000.0,"[365000.0, 374000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,2.0,380000.0,"[374000.0, 383000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,17.0,390000.0,"[383000.0, 392000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,CAMISETA,4.0,410000.0,"[401000.0, 410090.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,GORRO,1.0,290000.0,"[290000.0, 293000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,GORRO,3.0,300000.0,"[299000.0, 302000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,MASCULINO,GORRO,1.0,320000.0,"[317000.0, 320030.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,UNISEX,GORRO,5.0,270000.0,"[270000.0, 273000.0)"
317,PILATOS UNICENTRO PEREIRA,CLEMONT,UNISEX,GORRO,6.0,300000.0,"[297000.0, 300030.0)"
317,PILATOS UNICENTRO PEREIRA,CONVERSE,FEMENINO,TENIS,1.0,399950.0,"[399950.0, 404450.0)"
317,PILATOS UNICENTRO PEREIRA,CONVERSE,FEMENINO,TENIS,1.0,419950.0,"[417950.0, 422450.0)"
317,PILATOS UNICENTRO PEREIRA,CONVERSE,UNISEX,TENIS,1.0,269950.0,"[269950.0, 285450.0)"
317,PILATOS UNICENTRO PEREIRA,CONVERSE,UNISEX,TENIS,1.0,279950.0,"[269950.0, 285450.0)"
317,PILATOS UNICENTRO PEREIRA,CONVERSE,UNISEX,TENIS,5.0,399950.0,"[393950.0, 409450.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,JEAN,1.0,999900.0,"[899900.0, 1139900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,JEAN,1.0,1749900.0,"[1619900.0, 1859900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,TENIS,3.0,949900.0,"[899900.0, 964900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,TENIS,5.0,999900.0,"[964900.0, 1029900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,TENIS,3.0,1199900.0,"[1159900.0, 1224900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,FEMENINO,TENIS,2.0,1299900.0,"[1289900.0, 1354900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,2.0,999900.0,"[999900.0, 1014900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,5.0,349900.0,"[349900.0, 389900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,14.0,399900.0,"[389900.0, 429900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,5.0,449900.0,"[429900.0, 469900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,1.0,499900.0,"[469900.0, 509900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,329900.0,"[329900.0, 341909.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,399900.0,"[389945.0, 401954.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,424900.0,"[413963.0, 425972.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,449990.0,"[437981.0, 450110.09)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1.0,799900.0,"[799900.0, 979900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,4.0,1099900.0,"[979900.0, 1159900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1149900.0,"[979900.0, 1159900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,3.0,1199900.0,"[1159900.0, 1339900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1.0,1349900.0,"[1339900.0, 1519900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,POLO,3.0,499900.0,"[499900.0, 504900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,POLO,2.0,549900.0,"[544900.0, 549950.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,26.0,949900.0,"[924900.0, 999900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,24.0,999900.0,"[999900.0, 1074900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,1.0,999990.0,"[999900.0, 1074900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,11.0,1099900.0,"[1074900.0, 1149900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,5.0,1149900.0,"[1149900.0, 1224900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,20.0,1199900.0,"[1149900.0, 1224900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,3.0,1249900.0,"[1224900.0, 1299900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,4.0,1349900.0,"[1299900.0, 1374900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,1.0,1449900.0,"[1449900.0, 1524900.0)"
317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,1.0,1549900.0,"[1524900.0, 1600650.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,44.0,269900.0,"[269900.0, 280500.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,1.0,299000.0,"[291100.0, 301700.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,5.0,299900.0,"[291100.0, 301700.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,3.0,319900.0,"[312300.0, 322900.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,1.0,329900.0,"[322900.0, 333500.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,4.0,359000.0,"[354700.0, 365300.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,10.0,359900.0,"[354700.0, 365300.0)"
317,PILATOS UNICENTRO PEREIRA,GOORIN BROS,MASCULINO,GORRO,2.0,375900.0,"[365300.0, 376006.0)"
317,PILATOS UNICENTRO PEREIRA,LE COQ SPORTIF,UNISEX,TENIS,5.0,385000.0,"[385000.0, 391500.0)"
317,PILATOS UNICENTRO PEREIRA,LE COQ SPORTIF,UNISEX,TENIS,5.0,450000.0,"[443500.0, 450065.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,1.0,299900.0,"[299900.0, 299959.98)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,8.0,109900.0,"[109900.0, 132900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,31.0,139900.0,"[132900.0, 155900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,149900.0,"[132900.0, 155900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,169900.0,"[155900.0, 178900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,9.0,189900.0,"[178900.0, 201900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,22.0,199900.0,"[178900.0, 201900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,239900.0,"[224900.0, 247900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,249900.0,"[247900.0, 270900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,339900.0,"[316900.0, 340130.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,3.0,479900.0,"[479900.0, 484900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,7.0,349900.0,"[349900.0, 369900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,399900.0,"[389900.0, 409900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,5.0,449900.0,"[449900.0, 469900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,3.0,549900.0,"[529900.0, 550100.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,3.0,299900.0,"[299900.0, 334900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,11.0,349900.0,"[334900.0, 369900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,2.0,449900.0,"[439900.0, 474900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,3.0,499900.0,"[474900.0, 509900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,1.0,549900.0,"[544900.0, 579900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,4.0,649900.0,"[614900.0, 650250.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,1.0,299900.0,"[299900.0, 312900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,2.0,399900.0,"[390900.0, 403900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,1.0,339900.0,"[339900.0, 354900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,6.0,349900.0,"[339900.0, 354900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,1.0,439900.0,"[429900.0, 444900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,3.0,359900.0,"[359900.0, 359971.98)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,19.0,109900.0,"[109900.0, 128900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,34.0,139900.0,"[128900.0, 147900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,3.0,169900.0,"[166900.0, 185900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,62.0,189900.0,"[185900.0, 204900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,3.0,199900.0,"[185900.0, 204900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,22.0,239900.0,"[223900.0, 242900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,249900.0,"[242900.0, 261900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,259900.0,"[242900.0, 261900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,279900.0,"[261900.0, 280900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,299900.0,"[280900.0, 300090.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,1.0,149900.0,"[149900.0, 156900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,3.0,179900.0,"[177900.0, 184900.0)"
317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,5.0,199900.0,"[198900.0, 205900.0)"
