CodigoAlmacen,nombrealmacen,Marca,Genero,Tipo,f126_precio,Despacho
PF194,PILATOS SAN SILVESTRE BARRANCABERMEJA,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,46.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,499900.0,11.0
PL110,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,1499900.0,6.0
PF726,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,MASCULINO,TENIS,594900.0,2.0
PL121,PILATOS TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1199900.0,3.0
ML225,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,FEMENINO,TENIS,775900.0,3.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,FEMENINO,CHAQUETA,649900.0,71.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,MASCULINO,CHAQUETA,1019900.0,10.0
PL104,PILATOS BUENAVISTA SANTA MARTA,CLEMONT,MASCULINO,CAMISETA,450000.0,6.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1949900.0,1.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,349000.0,1.0
PL07P,PILATOS PREMIUM SOPO,NEW BALANCE,FEMENINO,TENIS,409900.0,13.0
pf745,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,149900.0,2.0
ML415,DIESEL ARBOLEDA PEREIRA,DIESEL ADULTO,FEMENINO,JEAN,1099900.0,42.0
PF727,PILATOS FUNDADORES MANIZALES,NEW BALANCE,MASCULINO,TENIS,909900.0,1.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,TENIS,699900.0,39.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,5.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,UNISEX,MEDIAS,124900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,FEMENINO,BOLSO,199900.0,104.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,MONASTERY,UNISEX,BOLSO,790000.0,1.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,OAKLEY,MASCULINO,TENIS,679900.0,1.0
PL18P,PILATOS UNICO BUCARAMANGA,CLEMONT,MASCULINO,SANDALIAS,500000.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,REPLAY,MASCULINO,BUZO,849900.0,27.0
PLP15,PILATOS NUESTRO ATLANTICO,NEW BALANCE,FEMENINO,PANTALON,357900.0,1.0
ML626,SUPERDRY CENTRO COMERCIAL EL EDÉN,SUPERDRY,FEMENINO,SANDALIAS,149900.0,3.0
PF737,PILATOS LA ESTACION IBAGUE,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,349900.0,4.0
PL18P,PILATOS UNICO BUCARAMANGA,CLEMONT,MASCULINO,GORRO,250000.0,15.0
PF192,PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,BUZO,599900.0,1.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,999900.0,64.0
CDEDM,CENTRO DE DISTRIBUCION EDM,LE COQ SPORTIF,MASCULINO,TENIS,455000.0,29.0
PF726,PILATOS CABLE PLAZA MANIZALES,NEW ERA,UNISEX,GORRO,169990.0,3.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,REPLAY,MASCULINO,BUZO,699900.0,2.0
PF738,PILATOS ACCESORIOS MALL PLAZA MANIZALES,CLEMONT,UNISEX,GORRO,300000.0,10.0
PL104,PILATOS BUENAVISTA SANTA MARTA,OAKLEY,MASCULINO,GORRO,149900.0,8.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,649900.0,2.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,CAMISETA,549900.0,35.0
PL149,PILATOS NUESTRO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,349900.0,7.0
ML221,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,MORRAL,556900.0,2.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,QUIKSILVER,MASCULINO,GORRO,159900.0,2.0
PL110,PILATOS JARDIN PLAZA CALI,MONASTERY,MASCULINO,TENIS,1200000.0,11.0
PL138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,919900.0,1.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,994900.0,1.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,MASCULINO,JEAN,999900.0,10.0
BBC3 ,BROKEN CHAINS CALI,NIKE,MASCULINO,TENIS,1294950.0,27.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,MEDIAS,99900.0,6.0
PL10P,PILATOS UNICO PASTO,SUPERDRY,MASCULINO,ROPA DE BAÑO,329900.0,3.0
PF193,PILATOS UNICENTRO TUNJA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,11250.0,6.0
PF734,PILATOS FUSAGASUGA,PILATOS,MASCULINO,MATERIAL PUBLICITARIO,25000.0,3.0
PL142,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,MASCULINO,TENIS,849900.0,27.0
PLP14,PILATOS NUESTRO MONTERIA,DIESEL ADULTO,MASCULINO,GORRO,499900.0,2.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NEW BALANCE,MASCULINO,TENIS,646900.0,3.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,399900.0,17.0
PLP13,PILATOS UNICO CALI 2,NEW BALANCE,MASCULINO,TENIS,705900.0,19.0
PL12P,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,749900.0,1.0
ML625,SUPERDRY FLORIDA PARQUE COMERCIAL,SUPERDRY,FEMENINO,CHAQUETA,899900.0,9.0
ML614,SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,1049900.0,22.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,1449900.0,1.0
ML615,SUPERDRY NUESTRO BOGOTA,SUPERDRY,FEMENINO,BUZO,449900.0,33.0
MLM12,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,349900.0,23.0
PF192,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,BUZO,999900.0,1.0
BBC2 ,BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,BUZO,699950.0,6.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,VANS,UNISEX,TENIS,659000.0,1.0
PL810,SMART SALE,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,199900.0,2.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,MONASTERY,FEMENINO,CHAQUETA,790000.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,MASCULINO,TENIS,559900.0,60.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,449900.0,58.0
PF730,PILATOS SANTA ROSA,NIKE,FEMENINO,TENIS,814950.0,6.0
PL111,PILATOS UNICENTRO CALI,DIESEL ADULTO,MASCULINO,TENIS,1249900.0,6.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,FEMENINO,BUZO,1449900.0,1.0
PF713,PILATOS ARAUCA,SUPERDRY,MASCULINO,MORRAL,419900.0,2.0
ML214,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,FEMENINO,CAMISETA,259900.0,2.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,1399900.0,12.0
PL110,PILATOS JARDIN PLAZA CALI,NEW BALANCE,FEMENINO,TENIS,779900.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,CAMISETA,209950.0,1.0
BBC4 ,BROKEN CHAINS PEREIRA,ASICS,UNISEX,TENIS,699950.0,81.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,VESTIDO,1199900.0,17.0
MLM12,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,229900.0,18.0
PL113,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,1099900.0,99.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,SUPERDRY,MASCULINO,JEAN,359900.0,5.0
PL142,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,CAMISETA,449900.0,1.0
PF193,PILATOS UNICENTRO TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,499900.0,2.0
PL18P,PILATOS UNICO BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,549900.0,2.0
PL18P,PILATOS UNICO BUCARAMANGA,KIPLING,FEMENINO,BILLETERA,249900.0,11.0
PF727,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,299900.0,1.0
PL123,PILATOS UNICENTRO ARMENIA,NEW ERA,UNISEX,GORRO,169990.0,3.0
PF161,PILATOS LLANOGRANDE PALMIRA,MONASTERY,MASCULINO,CAMISETA,420000.0,15.0
PL148,PILATOS ARKADIA MEDELLIN,NIKE,FEMENINO,TENIS,619950.0,1.0
PF192,PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,TENIS,999900.0,1.0
PLP15,PILATOS NUESTRO ATLANTICO,NEW BALANCE,MASCULINO,CAMISETA,529900.0,1.0
PF730,PILATOS SANTA ROSA,CLEMONT,MASCULINO,GORRO,270000.0,1.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,399900.0,7.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,449900.0,3.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,FRAGANCIA,409900.0,3.0
pl141,PILATOS BUENAVISTA MONTERIA,SUPERDRY,MASCULINO,MORRAL,449900.0,1.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,UNISEX,RELOJ,2199900.0,1.0
PL148,PILATOS ARKADIA MEDELLIN,NIKE,MASCULINO,TENIS,714950.0,9.0
PL153,PILATOS PLAZA FABRICATO BELLO,GOORIN BROS,MASCULINO,GORRO,375900.0,2.0
PF190,PILATOS QUIBDO,GOORIN BROS,MASCULINO,GORRO,359900.0,10.0
PF726,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,MASCULINO,MEDIAS,93900.0,10.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,TENIS,994900.0,12.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,CAMISETA,549900.0,20.0
MF739,MFG FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,SUDADERA,539900.0,6.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,MASCULINO,TENIS,969900.0,50.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,CAMISETA,1349900.0,3.0
PL116,PILATOS ARBOLEDA PEREIRA,MONASTERY,FEMENINO,CHAQUETA,1290000.0,1.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,ON,MASCULINO,TENIS,999990.0,5.0
pf745,PILATOS VIVA TUNJA,LE COQ SPORTIF,MASCULINO,TENIS,450000.0,1.0
ML411,DIESEL EL TESORO MEDELLIN,DIESEL ADULTO,NO APLICA,TARJETA REGALO,1.0,20.0
PL11P,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,149900.0,5.0
PL149,PILATOS NUESTRO BOGOTA,MONASTERY,MASCULINO,CHAQUETA,1200000.0,2.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,349900.0,24.0
PL138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,MORRAL,219900.0,2.0
PF738,PILATOS ACCESORIOS MALL PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,JEAN,849900.0,3.0
PF734,PILATOS FUSAGASUGA,SUPERDRY,FEMENINO,CHAQUETA,699900.0,18.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,199900.0,1.0
PL07P,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,299900.0,10.0
PL113,PILATOS EL TESORO MEDELLIN,AP CROWN,MASCULINO,CAMISETA,340000.0,17.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,22.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,TENIS,969900.0,1.0
BBC3 ,BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,449950.0,3.0
PF713,PILATOS ARAUCA,DIESEL ADULTO,FEMENINO,TENIS,1649900.0,1.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,MASCULINO,MEDIAS,199900.0,1.0
PL148,PILATOS ARKADIA MEDELLIN,MONASTERY,FEMENINO,CAMISETA,280000.0,1.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,189900.0,144.0
PL15P,PILATOS UNICENTRO MEDELLIN,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,249900.0,2.0
PL08P,PILATOS UNICO BARRANQUILLA,REPLAY,MASCULINO,CAMISETA,349900.0,12.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,OAKLEY,MASCULINO,TENIS,720900.0,1.0
PL15P,PILATOS UNICENTRO MEDELLIN,NEW BALANCE,UNISEX,TENIS,604900.0,7.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,4.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,JEAN,1599900.0,3.0
PL104,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,MASCULINO,TENIS,724900.0,4.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,FEMENINO,JEAN,1749900.0,9.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,BUZO,1249900.0,3.0
PF190,PILATOS QUIBDO,SUPERDRY,MASCULINO,GORRO,169900.0,9.0
ML416,DIESEL JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,MATERIAL PUBLICITARIO,1.0,107.0
PL108,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,BOLSO,799900.0,1.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,KIPLING,FEMENINO,MALETA,999900.0,3.0
ML625,SUPERDRY FLORIDA PARQUE COMERCIAL,SUPERDRY,FEMENINO,BUZO,549900.0,13.0
MLM12,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,UNISEX,BOLSO,299900.0,1.0
PL132,PILATOS SANTAFE MEDELLIN,REPLAY,FEMENINO,TENIS,649900.0,6.0
PL123,PILATOS UNICENTRO ARMENIA,CLEMONT,FEMENINO,CAMISETA,340000.0,1.0
PF726,PILATOS CABLE PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,JEAN,1249900.0,7.0
MLM06,MFG VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,249900.0,29.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,DIESEL ADULTO,MASCULINO,PANTALON,1699900.0,1.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,24.0
PO317,PILATOS UNICENTRO PEREIRA,CLEMONT,UNISEX,MORRAL,750000.0,1.0
PF183,PILATOS IPIALES,SUPERDRY,FEMENINO,CHAQUETA,899900.0,14.0
ML617,SUPERDRY GRAN ESTACION BOGOTA,SUPERDRY,MASCULINO,PANTALON,499900.0,24.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,CAMISETA,279900.0,15.0
PLP13,PILATOS UNICO CALI 2,NEW BALANCE,MASCULINO,TENIS,449900.0,34.0
ML402,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,MASCULINO,RELOJ,1199900.0,1.0
ML619,SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,MASCULINO,ROPA INTERIOR,229900.0,22.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,349900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,REPLAY,FEMENINO,TENIS,899900.0,36.0
PL108,PILATOS GRAN ESTACION BOGOTA,SUPERDRY,FEMENINO,CAMISETA,229900.0,6.0
PLP13,PILATOS UNICO CALI 2,DIESEL ADULTO,MASCULINO,JEAN,1149900.0,9.0
PL147,PILATOS MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,TENIS,999900.0,75.0
PL143,PILATOS CARACOLI BUCARAMANGA,AP CROWN,MASCULINO,GORRO,230000.0,1.0
PL19P,PILATOS LA HERRADURA TULUA,NEW BALANCE,UNISEX,TENIS,649900.0,30.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,CHAQUETA,1899900.0,4.0
MLM07,MFG PLAZA FABRICATO BELLO,CONVERSE,FEMENINO,TENIS,399950.0,12.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1499900.0,12.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,BILLETERA,1149900.0,1.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,MASCULINO,BUZO,1199900.0,12.0
PF744,PILATOS  LETICIA AMAZONAS,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,179900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ALPINESTARS,MASCULINO,GORRO,149900.0,65.0
PL138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,BUZO,590000.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,REPLAY,FEMENINO,JEAN,399900.0,55.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,CLEMONT,MASCULINO,BUZO,550000.0,2.0
PF194,PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,POLO,450000.0,8.0
PF729,PILATOS DORADA,NEW BALANCE,UNISEX,TENIS,939900.0,4.0
PL132,PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,270000.0,1.0
PLP14,PILATOS NUESTRO MONTERIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,119900.0,3.0
PL131,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,249900.0,20.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,FEMENINO,CAMISETA,179900.0,27.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,1599900.0,2.0
PL113,PILATOS EL TESORO MEDELLIN,REPLAY,MASCULINO,CAMISETA,149900.0,3.0
PL07P,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,399900.0,15.0
PF726,PILATOS CABLE PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,TENIS,1099900.0,45.0
PLP13,PILATOS UNICO CALI 2,KIPLING,FEMENINO,BOLSO,499900.0,23.0
PO317,PILATOS UNICENTRO PEREIRA,SUPERDRY,MASCULINO,CAMISETA,249900.0,19.0
PL07P,PILATOS PREMIUM SOPO,DIESEL ADULTO,MASCULINO,JEAN,849900.0,3.0
PF161,PILATOS LLANOGRANDE PALMIRA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,10000.0,3.0
PF166,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,MASCULINO,TENIS,1399900.0,7.0
PL08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,BUZO,1249900.0,8.0
ML214,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,1569900.0,1.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,MORRAL,489900.0,4.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,CLEMONT,UNISEX,GORRO,280000.0,1.0
PL10P,PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,349900.0,18.0
ML615,SUPERDRY NUESTRO BOGOTA,SUPERDRY,FEMENINO,CAMISETA,349900.0,1.0
PL113,PILATOS EL TESORO MEDELLIN,REPLAY,MASCULINO,TENIS,649900.0,5.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,40.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,469900.0,14.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,999900.0,28.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,FEMENINO,CAMISETA,590000.0,13.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,MASCULINO,TENIS,529900.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MONASTERY,MASCULINO,BERMUDA,720000.0,11.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,BOLSO,1399900.0,2.0
BBC2 ,BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,399950.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,MASCULINO,TENIS,705900.0,17.0
PF183,PILATOS IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,359900.0,8.0
PL147,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,TENIS,549900.0,8.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,MASCULINO,MORRAL,339900.0,3.0
ML424,DIESEL VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,999900.0,107.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,ADIDAS,FEMENINO,PANTALON,439950.0,3.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,TENIS,1549900.0,284.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,CLEMONT,UNISEX,GORRO,300000.0,4.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,FRAGANCIA,449990.0,4.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,NEW BALANCE,FEMENINO,PANTALON,419900.0,3.0
PL116,PILATOS ARBOLEDA PEREIRA,SUPERDRY,NO APLICA,MATERIAL DE EMPAQUE,73.0,30.0
PF183,PILATOS IPIALES,LE COQ SPORTIF,UNISEX,TENIS,450000.0,21.0
MLM12,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,549900.0,15.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,MONASTERY,FEMENINO,CAMISETA,290000.0,9.0
PL147,PILATOS MAYORCA SABANETA,OAKLEY,MASCULINO,TENIS,755900.0,2.0
ML411,DIESEL EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,JEAN,1449900.0,11.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,NEW BALANCE,UNISEX,TENIS,594900.0,7.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,FEMENINO,CAMISETA,399900.0,2.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,NIÑO,TENIS,429900.0,1.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,POLO,699900.0,2.0
PL111,PILATOS UNICENTRO CALI,SUPERDRY,MASCULINO,MORRAL,449900.0,4.0
MLM07,MFG PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,189900.0,3.0
PF192,PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,CAMISETA,219900.0,28.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,KIPLING,FEMENINO,BOLSO,449900.0,2.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,ROPA DE BAÑO,239900.0,3.0
PL07P,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,449900.0,8.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,NIKE,MASCULINO,TENIS,549950.0,8.0
PLP15,PILATOS NUESTRO ATLANTICO,KIPLING,FEMENINO,BOLSO,249900.0,1.0
PL153,PILATOS PLAZA FABRICATO BELLO,CLEMONT,MASCULINO,CAMISETA,370000.0,14.0
ML601,SUPERDRY TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,CAMISETA,229900.0,24.0
PL149,PILATOS NUESTRO BOGOTA,REPLAY,MASCULINO,TENIS,749900.0,6.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,1699900.0,9.0
PL121,PILATOS TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,CHAQUETA,1999900.0,1.0
PLP13,PILATOS UNICO CALI 2,SUPERDRY,FEMENINO,CAMISETA,189900.0,4.0
PL110,PILATOS JARDIN PLAZA CALI,MONASTERY,FEMENINO,CAMISETA,300000.0,12.0
PL10P,PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BERMUDA,399900.0,10.0
PL11P,PILATOS ARBOLEDA,PILATOS,MASCULINO,GORRO,19900.0,1.0
PLP16,PILATOS MALL PLAZA BARRANQUILLA,LE COQ SPORTIF,UNISEX,TENIS,395000.0,1.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,449900.0,1.0
ML415,DIESEL ARBOLEDA PEREIRA,DIESEL ADULTO,FEMENINO,JEAN,2199900.0,8.0
CDEDM,CENTRO DE DISTRIBUCION EDM,REPLAY,MASCULINO,JEAN,1049900.0,14.0
PF729,PILATOS DORADA,SUPERDRY,MASCULINO,CAMISETA,249900.0,4.0
PF726,PILATOS CABLE PLAZA MANIZALES,ALPINESTARS,MASCULINO,GORRO,155900.0,2.0
PL146,PILATOS VIVA LC 143 ENVIGADO,Y/OUT,MASCULINO,PANTALON,470000.0,4.0
