CodigoAlmacen,nombrealmacen,Marca,Genero,Tipo,f126_precio,Despacho
ML606,SUPERDRY OVIEDO MEDELLIN,SUPERDRY,UNISEX,MATERIAL PUBLICITARIO,8000.0,2.0
PLP15,PILATOS NUESTRO ATLANTICO,PILATOS,MASCULINO,MATERIAL PUBLICITARIO,25000.0,4.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,NEW ERA,UNISEX,GORRO,149990.0,1.0
PF726,PILATOS CABLE PLAZA MANIZALES,CLEMONT,MASCULINO,BUZO,470000.0,2.0
PL110,PILATOS JARDIN PLAZA CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,459900.0,3.0
ML416,DIESEL JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,CAMISETA,1299900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,FEMENINO,CARTUCHERA,299900.0,82.0
PL104,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,MASCULINO,TENIS,664900.0,10.0
ml406,DIESEL ANDINO BOGOTA,DIESEL ADULTO,UNISEX,JOYERIA,499900.0,5.0
PF744,PILATOS  LETICIA AMAZONAS,CLEMONT,FEMENINO,CAMISETA,350000.0,2.0
PO317,PILATOS UNICENTRO PEREIRA,CLEMONT,UNISEX,MORRAL,850000.0,1.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,MASCULINO,CAMISA,799900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NIKE,MASCULINO,TENIS,844950.0,27.0
PLP15,PILATOS NUESTRO ATLANTICO,DIESEL ADULTO,MASCULINO,CAMISETA,649900.0,12.0
MLM02,MFG OVIEDO MEDELLIN,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,549900.0,10.0
PL111,PILATOS UNICENTRO CALI,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,649900.0,4.0
PL131,PILATOS GRAN PLAZA IPIALES,NEW ERA,FEMENINO,GORRO,169990.0,2.0
PL15P,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,449900.0,2.0
ML426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,BOLSO,3499900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,UNISEX,RELOJ,1049900.0,3.0
PF720,PILATOS PASTO,SUPERDRY,MASCULINO,GORRO,149900.0,1.0
PF183,PILATOS IPIALES,PILATOS,UNISEX,PROTECCION,29900.0,4.0
PL121,PILATOS TITAN PLAZA BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,849900.0,1.0
PL149,PILATOS NUESTRO BOGOTA,NEW BALANCE,MASCULINO,TENIS,729900.0,4.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,3199900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,FRANCQUES,MASCULINO,CHAQUETA,899900.0,2.0
PL132,PILATOS SANTAFE MEDELLIN,KIPLING,NO APLICA,MATERIAL DE EMPAQUE,73.0,60.0
PL147,PILATOS MAYORCA SABANETA,OAKLEY,MASCULINO,GORRO,125900.0,3.0
MF743,MFG CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,UNISEX,BERMUDA,399900.0,8.0
ML415,DIESEL ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,1599900.0,2.0
pf745,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,199900.0,16.0
PF745,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,199900.0,1.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,2099900.0,6.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NEW BALANCE,MASCULINO,MEDIAS,89900.0,1.0
PF734,PILATOS FUSAGASUGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,169900.0,3.0
ML416,DIESEL JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,TENIS,1149900.0,3.0
PLP13,PILATOS UNICO CALI 2,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,449900.0,24.0
PF737,PILATOS LA ESTACION IBAGUE,AHLI,UNISEX,FRAGANCIA,500000.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,SUPERDRY,MASCULINO,PANTALON,499900.0,13.0
PL11P,PILATOS UNICO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,1.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,DIESEL ADULTO,FEMENINO,CAMISETA,549900.0,9.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,999900.0,3.0
ML664,KIPLING LA QUINTA BUCARAMANGA,KIPLING,FEMENINO,CARTUCHERA,249900.0,146.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,MORRAL,419900.0,105.0
PF161,PILATOS LLANOGRANDE PALMIRA,SUPERDRY,MASCULINO,CAMISETA,199900.0,22.0
PF194,PILATOS SAN SILVESTRE BARRANCABERMEJA,DIESEL ADULTO,FEMENINO,JEAN,2299900.0,2.0
PL148,PILATOS ARKADIA MEDELLIN,SUPERDRY,FEMENINO,BUZO,549900.0,9.0
PL104,PILATOS BUENAVISTA SANTA MARTA,NIKE,MASCULINO,TENIS,679950.0,5.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,TENIS,445900.0,5.0
PF734,PILATOS FUSAGASUGA,REPLAY,FEMENINO,TENIS,899900.0,2.0
PF188,PILATOS CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,419900.0,3.0
PL111,PILATOS UNICENTRO CALI,MONASTERY,UNISEX,GORRO,390000.0,2.0
PL07P,PILATOS PREMIUM SOPO,GOORIN BROS,MASCULINO,GORRO,359000.0,4.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,TENIS,1299900.0,12.0
PF744,PILATOS  LETICIA AMAZONAS,NEW BALANCE,UNISEX,TENIS,949900.0,24.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,849900.0,16.0
ML605,SUPERDRY MAYORCA SABANETA,SUPERDRY,MASCULINO,CAMISETA,269900.0,39.0
PL116,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,249900.0,6.0
PL07P,PILATOS PREMIUM SOPO,KIPLING,FEMENINO,BOLSO,449900.0,5.0
PL138,PILATOS VIVA BARRANQUILLA,MONASTERY,UNISEX,GORRO,350000.0,3.0
ML626,SUPERDRY CENTRO COMERCIAL EL EDÉN,SUPERDRY,NO APLICA,MATERIAL DE EMPAQUE,73.0,208.0
PF188,PILATOS CACIQUE BUCARAMANGA,CLEMONT,MASCULINO,CAMISETA,370000.0,24.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MONASTERY,MASCULINO,CAMISETA,390000.0,10.0
PLP05,PILATOS JEANS ANDINO BOGOTA,FRANCQUES,FEMENINO,JEAN,699900.0,8.0
PL198,MOVIL 2,REPLAY,MASCULINO,CAMISETA,249900.0,12.0
PL112,PILATOS CHIPICHAPE CALI,NEW ERA,FEMENINO,GORRO,209990.0,2.0
PL143,PILATOS CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,289900.0,7.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,GORRO,250000.0,1.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,MONASTERY,MASCULINO,MATERIAL PUBLICITARIO,1.0,15.0
PF188,PILATOS CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,1.0
ML213,NEW BALANCE DE MODA PRIME OUTLET LC 121,NEW BALANCE,FEMENINO,TENIS,445900.0,14.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,REPLAY,FEMENINO,CAMISETA,149900.0,41.0
ML426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,BOLSO,2399900.0,4.0
PL112,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,14900.0,5.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,1149900.0,10.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,SUPERDRY,MASCULINO,CHAQUETA,699900.0,4.0
PL139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,GORRO,210000.0,2.0
ML609,SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,FEMENINO,CHAQUETA,849900.0,8.0
PL146,PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,GORRO,179900.0,3.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,REPLAY,FEMENINO,BERMUDA,249900.0,9.0
ML214,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,MASCULINO,GORRO,119900.0,4.0
ML419,DIESEL SANTAFE BOGOTA,DIESEL ADULTO,FEMENINO,CAMISETA,549900.0,19.0
PF166,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,JEAN,2099900.0,4.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,MASCULINO,TENIS,999900.0,7.0
PLP13,PILATOS UNICO CALI 2,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,349900.0,1.0
PL148,PILATOS ARKADIA MEDELLIN,NIKE,FEMENINO,TENIS,679950.0,3.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,NIKE,MASCULINO,TENIS,549950.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,FEMENINO,CAMISETA,499950.0,6.0
PL122,PILATOS ARRECIFE SANTA MARTA,CLEMONT,MASCULINO,BERMUDA,420000.0,5.0
PL149,PILATOS NUESTRO BOGOTA,SUPERDRY,MASCULINO,MORRAL,399900.0,8.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,BOLSO,1499900.0,4.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,FEMENINO,BOLSO,2549900.0,1.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,NIKE,MASCULINO,TENIS,969950.0,1.0
PF188,PILATOS CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,349900.0,37.0
PF713,PILATOS ARAUCA,NEW BALANCE,MASCULINO,TENIS,747900.0,3.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,420000.0,13.0
PL147,PILATOS MAYORCA SABANETA,NEW BALANCE,MASCULINO,TENIS,569900.0,1.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,149900.0,2.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,MASCULINO,TENIS,664900.0,3.0
PL10P,PILATOS UNICO PASTO,CLEMONT,MASCULINO,CHAQUETA,800000.0,4.0
ML412,DIESEL SANDIEGO MEDELLIN,DIESEL ADULTO,FEMENINO,CORREA,799900.0,15.0
PL10P,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,129900.0,1.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,209900.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NIKE,MASCULINO,TENIS,1039850.0,1.0
ML423,DIESEL PARQUE LA COLINA BOGOTA,DIESEL ADULTO,MASCULINO,GORRO,449900.0,3.0
PL132,PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,CHAQUETA,749900.0,8.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,MASCULINO,CHAQUETA,2499900.0,3.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,TENIS,1059900.0,5.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,MONASTERY,FEMENINO,CAMISETA,310000.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,CAMISA,1349900.0,1.0
PF713,PILATOS ARAUCA,SUPERDRY,MASCULINO,POLO,299900.0,33.0
ML419,DIESEL SANTAFE BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,2449900.0,2.0
PF726,PILATOS CABLE PLAZA MANIZALES,SUPERDRY,MASCULINO,GORRO,169900.0,7.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,UNISEX,MATERIAL PUBLICITARIO,8000.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,SUDADERA,349900.0,3.0
PL03P,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,149900.0,4.0
PL123,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,639900.0,6.0
ML614,SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,MASCULINO,BUZO,449900.0,208.0
PL138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,199900.0,46.0
ML416,DIESEL JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,JEAN,2099900.0,8.0
PL110,PILATOS JARDIN PLAZA CALI,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,589900.0,13.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NIKE,MASCULINO,TENIS,684950.0,29.0
PL116,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,449900.0,23.0
PF744,PILATOS  LETICIA AMAZONAS,REPLAY,MASCULINO,TENIS,649900.0,5.0
PL19P,PILATOS LA HERRADURA TULUA,GOORIN BROS,MASCULINO,GORRO,399900.0,2.0
PL116,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,219900.0,9.0
PL111,PILATOS UNICENTRO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,389900.0,1.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,MASCULINO,PANTALON,1449900.0,1.0
PL116,PILATOS ARBOLEDA PEREIRA,CONVERSE,UNISEX,TENIS,424900.0,3.0
PLP15,PILATOS NUESTRO ATLANTICO,KIPLING,FEMENINO,COSMETIQUERA,249900.0,8.0
PF737,PILATOS LA ESTACION IBAGUE,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8130.0,6.0
BBC2 ,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,TENIS,884950.0,95.0
PL08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,89900.0,1.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,NO APLICA,MASCULINO,MATERIAL PUBLICITARIO,16304.0,9.0
PF172,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,430000.0,37.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,MASCULINO,GORRO,159950.0,5.0
PF183,PILATOS IPIALES,MONASTERY,MASCULINO,BUZO,710000.0,3.0
PL132,PILATOS SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,1599900.0,3.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,CORREA,799900.0,7.0
PL148,PILATOS ARKADIA MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,499900.0,5.0
PL141,PILATOS BUENAVISTA MONTERIA,HOKA,MASCULINO,TENIS,869900.0,1.0
PL148,PILATOS ARKADIA MEDELLIN,CLEMONT,MASCULINO,BUZO,470000.0,2.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,50000.0,2.0
PL18P,PILATOS UNICO BUCARAMANGA,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,41.0
PL153,PILATOS PLAZA FABRICATO BELLO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,10000.0,3.0
PL112,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,CAMISETA,549900.0,17.0
PL139,PILATOS VIVA VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,269900.0,3.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8130.0,6.0
ML213,NEW BALANCE DE MODA PRIME OUTLET LC 121,NEW BALANCE,MASCULINO,CAMISETA,519900.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BERMUDA,299900.0,7.0
PL110,PILATOS JARDIN PLAZA CALI,REPLAY,FEMENINO,CHAQUETA,849900.0,12.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NEW BALANCE,FEMENINO,CHAQUETA,489900.0,2.0
PLP13,PILATOS UNICO CALI 2,NEW BALANCE,MASCULINO,GORRO,139900.0,1.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,CLEMONT,MASCULINO,CAMISETA,370000.0,23.0
BBC1 ,BROKEN CHAINS MEDELLIN,NEW BALANCE,MASCULINO,TENIS,949900.0,24.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,179900.0,1.0
ML614,SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,MASCULINO,CAMISA,379900.0,28.0
PF729,PILATOS DORADA,NEW BALANCE,UNISEX,TENIS,594900.0,6.0
PF745,PILATOS VIVA TUNJA,SUPERDRY,FEMENINO,BUZO,549900.0,3.0
PF730,PILATOS SANTA ROSA,SUPERDRY,MASCULINO,BUZO,599900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,299900.0,4.0
ML611,SUPERDRY SANTAFE LC 240 BOGOTA,NEW BALANCE,MASCULINO,TENIS,449900.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NEW BALANCE,MASCULINO,TENIS,994900.0,16.0
PF720,PILATOS PASTO,SUPERDRY,MASCULINO,BUZO,549900.0,12.0
PF188,PILATOS CACIQUE BUCARAMANGA,SUPERDRY,MASCULINO,BUZO,449900.0,5.0
PL12P,PILATOS UNICO VILLAVICENCIO,KIPLING,FEMENINO,BOLSO,449900.0,2.0
PL132,PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,690000.0,1.0
PL19P,PILATOS LA HERRADURA TULUA,NIKE,MASCULINO,TENIS,924950.0,9.0
PL131,PILATOS GRAN PLAZA IPIALES,NEW BALANCE,MASCULINO,TENIS,969900.0,15.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,492.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,FEMENINO,CAMISETA,299900.0,126.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,LE COQ SPORTIF,MASCULINO,TENIS,390000.0,5.0
PLP16,PILATOS MALL PLAZA BARRANQUILLA,CLEMONT,UNISEX,GORRO,280000.0,1.0
BBC3 ,BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,649950.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,FEMENINO,PANTALON,749950.0,3.0
PF720,PILATOS PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,239900.0,39.0
PLP05,PILATOS JEANS ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,CHAQUETA,2699900.0,1.0
PL121,PILATOS TITAN PLAZA BOGOTA,NIKE,MASCULINO,TENIS,724950.0,10.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,MONASTERY,FEMENINO,BUZO,790000.0,6.0
ML602,SUPERDRY EL TESORO MEDELLIN,SUPERDRY,FEMENINO,BERMUDA,229900.0,11.0
PL146,PILATOS VIVA LC 143 ENVIGADO,NEW BALANCE,MASCULINO,CAMISETA,239900.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MONASTERY,MASCULINO,JEAN,710000.0,5.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,REPLAY,MASCULINO,TENIS,749900.0,13.0
BBC2 ,BROKEN CHAINS BOGOTA,NEW BALANCE,MASCULINO,TENIS,999900.0,18.0
MF718,SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,GORRO,159900.0,23.0
PL104,PILATOS BUENAVISTA SANTA MARTA,NIKE,MASCULINO,TENIS,549950.0,4.0
ml406,DIESEL ANDINO BOGOTA,DIESEL ADULTO,FEMENINO,BOLSO,2799900.0,13.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,FEMENINO,CAMISETA,224900.0,1.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,ROPA INTERIOR,229900.0,30.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,569900.0,9.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,669900.0,8.0
PL132,PILATOS SANTAFE MEDELLIN,NEW ERA,FEMENINO,GORRO,219990.0,1.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,TENIS,949900.0,52.0
BBC2 ,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,310000.0,22.0
ML614,SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,FEMENINO,ROPA INTERIOR,329900.0,2.0
PF193,PILATOS UNICENTRO TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,489900.0,3.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,TENIS,919900.0,27.0
ML415,DIESEL ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,949900.0,2.0
PL116,PILATOS ARBOLEDA PEREIRA,ALPINESTARS,MASCULINO,GORRO,189900.0,1.0
PF166,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,999900.0,2.0
PL138,PILATOS VIVA BARRANQUILLA,SUPERDRY,FEMENINO,SANDALIAS,219900.0,1.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,3.0
PF720,PILATOS PASTO,SUPERDRY,MASCULINO,CAMISETA,269900.0,8.0
PL116,PILATOS ARBOLEDA PEREIRA,MONASTERY,MASCULINO,CAMISETA,390000.0,47.0
PL111,PILATOS UNICENTRO CALI,DIESEL ADULTO,MASCULINO,FRAGANCIA,449990.0,2.0
PL07P,PILATOS PREMIUM SOPO,DIESEL ADULTO,MASCULINO,JEAN,899900.0,2.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,1499900.0,1.0
PL12P,PILATOS UNICO VILLAVICENCIO,MONASTERY,UNISEX,GORRO,250000.0,1.0
PO317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,BUZO,1699900.0,4.0
ML221,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,MEDIAS,127900.0,12.0
ML618,SUPERDRY EL RETIRO BOGOTA,SUPERDRY,MASCULINO,MORRAL,489900.0,6.0
PL198,MOVIL 2,REPLAY,FEMENINO,CAMISETA,249900.0,8.0
ML210,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,889900.0,51.0
PL18P,PILATOS UNICO BUCARAMANGA,REPLAY,FEMENINO,JEAN,749900.0,1.0
PL123,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,349900.0,23.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,MASCULINO,TENIS,999900.0,90.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,ROPA INTERIOR,299900.0,7.0
PL07P,PILATOS PREMIUM SOPO,DIESEL ADULTO,FEMENINO,JEAN,379990.0,1.0
PL107,PILATOS MALL PLAZA CARTAGENA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,169900.0,9.0
PL15P,PILATOS UNICENTRO MEDELLIN,CLEMONT,MASCULINO,CAMISETA,370000.0,6.0
ML630,SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,GORRO,159900.0,4.0
PLP14,PILATOS NUESTRO MONTERIA,REPLAY,FEMENINO,JEAN,699900.0,2.0
PF166,PILATOS CAMPANARIO POPAYAN,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,449900.0,16.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,229900.0,128.0
PL139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,9.0
PL147,PILATOS MAYORCA SABANETA,QUIKSILVER,MASCULINO,GORRO,170000.0,1.0
PL153,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,MASCULINO,POLO,499900.0,3.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,199900.0,31.0
ml406,DIESEL ANDINO BOGOTA,DIESEL ADULTO,NO APLICA,TARJETA REGALO,200000.0,20.0
PL153,PILATOS PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,CHAQUETA,649900.0,3.0
ML424,DIESEL VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,FRAGANCIA,399900.0,4.0
ML222,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,TENIS,1039900.0,7.0
PF188,PILATOS CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,389900.0,4.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1499900.0,8.0
PL110,PILATOS JARDIN PLAZA CALI,CLEMONT,UNISEX,GORRO,300000.0,12.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,BERMUDA,1299900.0,1.0
PL10P,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,299900.0,1.0
MLM10,MFG SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,449900.0,6.0
BBC3 ,BROKEN CHAINS CALI,ADIDAS,FEMENINO,BERMUDA,249950.0,4.0
MLM08,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,259900.0,11.0
PLP15,PILATOS NUESTRO ATLANTICO,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,349900.0,6.0
PL08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,MEDIAS,99900.0,7.0
