,Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas
15429,BROKEN CHAINS PEREIRA,NEW BALANCE,UNISEX,TENIS,"[847900.0, 941900.0)",15.0,0.1,0.12121212121212122
15430,BROKEN CHAINS PEREIRA,NEW BALANCE,UNISEX,TENIS,"[941900.0, 1035900.0)",77.0,0.5133333333333333,0.3939393939393939
15431,BROKEN CHAINS PEREIRA,NEW BALANCE,UNISEX,TENIS,"[1317900.0, 1411900.0)",22.0,0.14666666666666667,0.09090909090909091
15432,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[544900.0, 622400.0)",21.0,0.08045977011494253,0.06687565308254964
15433,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[622400.0, 699900.0)",16.0,0.06130268199233716,0.035527690700104496
15434,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[699900.0, 777400.0)",23.0,0.08812260536398467,0.04597701149425287
15435,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[777400.0, 854900.0)",3.0,0.011494252873563218,0.04911180773249739
15436,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[854900.0, 932400.0)",47.0,0.18007662835249041,0.0741901776384535
15437,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[932400.0, 1009900.0)",145.0,0.5555555555555556,0.6802507836990596
15438,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[1164900.0, 1242400.0)",3.0,0.011494252873563218,0.018808777429467086
15439,NEW BALANCE ARBOLEDA,NEW BALANCE,UNISEX,TENIS,"[1242400.0, 1320675.0)",3.0,0.011494252873563218,0.029258098223615466
15440,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[544900.0, 590400.0)",17.0,0.08673469387755102,0.22085889570552147
15441,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[590400.0, 635900.0)",5.0,0.025510204081632654,0.03067484662576687
15442,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[635900.0, 681400.0)",16.0,0.08163265306122448,0.09815950920245399
15443,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[817900.0, 863400.0)",2.0,0.01020408163265306,0.05521472392638037
15444,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[863400.0, 908900.0)",48.0,0.24489795918367346,0.03680981595092025
15445,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[908900.0, 954400.0)",1.0,0.00510204081632653,0.3067484662576687
15446,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[954400.0, 1000355.0)",107.0,0.5459183673469388,0.25153374233128833
15447,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[529900.0, 616900.0)",29.0,0.13744075829383887,0.0931174089068826
15448,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[616900.0, 703900.0)",8.0,0.037914691943127965,0.10931174089068826
15449,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[703900.0, 790900.0)",5.0,0.023696682464454975,0.012145748987854251
15450,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[790900.0, 877900.0)",14.0,0.06635071090047394,0.020242914979757085
15451,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[877900.0, 964900.0)",54.0,0.2559241706161137,0.3805668016194332
15452,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[964900.0, 1051900.0)",80.0,0.3791469194312796,0.3805668016194332
15453,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[1312900.0, 1400770.0)",21.0,0.0995260663507109,0.004048582995951417
15454,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[544900.0, 622400.0)",20.0,0.04807692307692308,0.08311229000884174
15455,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[622400.0, 699900.0)",74.0,0.1778846153846154,0.04509283819628647
15456,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[699900.0, 777400.0)",21.0,0.05048076923076923,0.03359858532272325
15457,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[777400.0, 854900.0)",4.0,0.009615384615384616,0.07692307692307693
15458,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[854900.0, 932400.0)",67.0,0.16105769230769232,0.04509283819628647
15459,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[932400.0, 1009900.0)",226.0,0.5432692307692307,0.6755083996463307
15460,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[1164900.0, 1242400.0)",3.0,0.007211538461538462,0.01856763925729443
15461,NEW BALANCE EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[1242400.0, 1320675.0)",1.0,0.002403846153846154,0.022104332449160036
15462,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[544900.0, 590400.0)",36.0,0.2057142857142857,0.2122905027932961
15463,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[590400.0, 635900.0)",4.0,0.022857142857142857,0.061452513966480445
15464,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[635900.0, 681400.0)",36.0,0.2057142857142857,0.09497206703910614
15465,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[681400.0, 726900.0)",1.0,0.005714285714285714,0.03910614525139665
15466,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[863400.0, 908900.0)",31.0,0.17714285714285713,0.0223463687150838
15467,NEW BALANCE FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[954400.0, 1000355.0)",67.0,0.38285714285714284,0.441340782122905
15468,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[539900.0, 615900.0)",31.0,0.15121951219512195,0.145
15469,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[615900.0, 691900.0)",29.0,0.14146341463414633,0.125
15470,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[843900.0, 919900.0)",32.0,0.15609756097560976,0.04
15471,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[919900.0, 995900.0)",91.0,0.44390243902439025,0.585
15472,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[995900.0, 1071900.0)",7.0,0.03414634146341464,0.05
15473,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[1223900.0, 1300660.0)",15.0,0.07317073170731707,0.04
15474,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[539900.0, 585900.0)",35.0,0.21084337349397592,0.11693548387096774
15475,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[585900.0, 631900.0)",12.0,0.07228915662650602,0.10080645161290322
15476,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[631900.0, 677900.0)",19.0,0.1144578313253012,0.09274193548387097
15477,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[861900.0, 907900.0)",25.0,0.15060240963855423,0.036290322580645164
15478,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[907900.0, 953900.0)",15.0,0.09036144578313253,0.3467741935483871
15479,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[953900.0, 1000360.0)",60.0,0.3614457831325301,0.29435483870967744
15480,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[489900.0, 567600.0)",13.0,0.08843537414965986,0.17406143344709898
15481,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[567600.0, 645300.0)",24.0,0.16326530612244897,0.10580204778156997
15482,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[645300.0, 723000.0)",25.0,0.17006802721088435,0.19112627986348124
15483,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[723000.0, 800700.0)",2.0,0.013605442176870748,0.0034129692832764505
15484,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[878400.0, 956100.0)",33.0,0.22448979591836735,0.13310580204778158
15485,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[956100.0, 1033800.0)",46.0,0.3129251700680272,0.3651877133105802
15486,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,TENIS,"[1189200.0, 1267677.0)",4.0,0.027210884353741496,0.006825938566552901
15487,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[544900.0, 630400.0)",10.0,0.04424778761061947,0.13672922252010725
15488,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[630400.0, 715900.0)",32.0,0.1415929203539823,0.09651474530831099
15489,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[886900.0, 972400.0)",133.0,0.588495575221239,0.5737265415549598
15490,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[972400.0, 1057900.0)",41.0,0.18141592920353983,0.058981233243967826
15491,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[1228900.0, 1314400.0)",9.0,0.03982300884955752,0.032171581769437
15492,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,TENIS,"[1314400.0, 1400755.0)",1.0,0.004424778761061947,0.005361930294906166
15493,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[539900.0, 625900.0)",27.0,0.1569767441860465,0.15086206896551724
15494,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[625900.0, 711900.0)",17.0,0.09883720930232558,0.07758620689655173
15495,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[711900.0, 797900.0)",2.0,0.011627906976744186,0.021551724137931036
15496,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[797900.0, 883900.0)",1.0,0.005813953488372093,0.021551724137931036
15497,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[883900.0, 969900.0)",90.0,0.5232558139534884,0.6422413793103449
15498,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[969900.0, 1055900.0)",15.0,0.0872093023255814,0.0603448275862069
15499,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,TENIS,"[1313900.0, 1400760.0)",20.0,0.11627906976744186,0.02586206896551724
15500,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[539900.0, 585900.0)",24.0,0.12,0.1138996138996139
15501,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[585900.0, 631900.0)",1.0,0.005,0.03667953667953668
15502,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[631900.0, 677900.0)",19.0,0.095,0.04826254826254826
15503,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[815900.0, 861900.0)",1.0,0.005,0.07528957528957529
15504,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[861900.0, 907900.0)",46.0,0.23,0.02702702702702703
15505,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[907900.0, 953900.0)",9.0,0.045,0.2335907335907336
15506,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[953900.0, 1000360.0)",100.0,0.5,0.4362934362934363
15507,PILATOS  LETICIA AMAZONAS,NEW BALANCE,UNISEX,TENIS,"[964900.0, 1000250.0)",32.0,0.9142857142857143,1.0
15508,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,UNISEX,TENIS,"[544900.0, 590000.0)",4.0,0.05714285714285714,0.1875
15509,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,UNISEX,TENIS,"[590000.0, 635100.0)",7.0,0.1,0.5625
15510,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,UNISEX,TENIS,"[635100.0, 680200.0)",8.0,0.11428571428571428,0.1875
15511,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,UNISEX,TENIS,"[950800.0, 996351.0)",49.0,0.7,0.0625
15512,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[544900.0, 590000.0)",17.0,0.19540229885057472,0.17142857142857143
15513,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[590000.0, 635100.0)",1.0,0.011494252873563218,0.14285714285714285
15514,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[635100.0, 680200.0)",6.0,0.06896551724137931,0.14285714285714285
15515,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[905700.0, 950800.0)",7.0,0.08045977011494253,0.11428571428571428
15516,PILATOS ACCESORIOS MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[950800.0, 996351.0)",56.0,0.6436781609195402,0.42857142857142855
15517,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,UNISEX,TENIS,"[574900.0, 617000.0)",27.0,0.24770642201834864,0.1044776119402985
15518,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,UNISEX,TENIS,"[659100.0, 701200.0)",13.0,0.11926605504587157,0.13432835820895522
15519,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,UNISEX,TENIS,"[827500.0, 869600.0)",6.0,0.05504587155963303,0.04477611940298507
15520,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,UNISEX,TENIS,"[911700.0, 953800.0)",8.0,0.07339449541284404,0.23880597014925373
15521,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,NEW BALANCE,UNISEX,TENIS,"[953800.0, 996321.0)",55.0,0.5045871559633027,0.43283582089552236
15522,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NEW BALANCE,UNISEX,TENIS,"[604900.0, 644400.0)",9.0,0.16666666666666666,0.0859375
15523,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NEW BALANCE,UNISEX,TENIS,"[644400.0, 683900.0)",6.0,0.1111111111111111,0.1953125
15524,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NEW BALANCE,UNISEX,TENIS,"[960400.0, 1000295.0)",39.0,0.7222222222222222,0.625
15525,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,UNISEX,TENIS,"[604900.0, 644400.0)",5.0,0.08928571428571429,0.038834951456310676
15526,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,UNISEX,TENIS,"[644400.0, 683900.0)",13.0,0.23214285714285715,0.22330097087378642
15527,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,UNISEX,TENIS,"[920900.0, 960400.0)",7.0,0.125,0.24271844660194175
15528,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,UNISEX,TENIS,"[960400.0, 1000295.0)",31.0,0.5535714285714286,0.47572815533980584
15529,PILATOS ACCESORIOS SAN SILVIESTRE,NEW BALANCE,UNISEX,TENIS,"[539900.0, 585900.0)",26.0,0.16774193548387098,0.058823529411764705
15530,PILATOS ACCESORIOS SAN SILVIESTRE,NEW BALANCE,UNISEX,TENIS,"[631900.0, 677900.0)",9.0,0.05806451612903226,0.17647058823529413
15531,PILATOS ACCESORIOS SAN SILVIESTRE,NEW BALANCE,UNISEX,TENIS,"[907900.0, 953900.0)",11.0,0.07096774193548387,0.5294117647058824
15532,PILATOS ACCESORIOS SAN SILVIESTRE,NEW BALANCE,UNISEX,TENIS,"[953900.0, 1000360.0)",104.0,0.6709677419354839,0.23529411764705882
15533,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[574900.0, 617400.0)",30.0,0.4225352112676056,0.12096774193548387
15534,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[659900.0, 702400.0)",9.0,0.1267605633802817,0.14516129032258066
15535,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[914900.0, 957400.0)",8.0,0.11267605633802817,0.22580645161290322
15536,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,UNISEX,TENIS,"[957400.0, 1000325.0)",24.0,0.3380281690140845,0.4274193548387097
15537,PILATOS ARAUCA,NEW BALANCE,UNISEX,TENIS,"[564900.0, 608400.0)",7.0,0.07692307692307693,0.2631578947368421
15538,PILATOS ARAUCA,NEW BALANCE,UNISEX,TENIS,"[651900.0, 695400.0)",11.0,0.12087912087912088,0.3684210526315789
15539,PILATOS ARAUCA,NEW BALANCE,UNISEX,TENIS,"[912900.0, 956400.0)",3.0,0.03296703296703297,0.2631578947368421
15540,PILATOS ARAUCA,NEW BALANCE,UNISEX,TENIS,"[956400.0, 1000335.0)",70.0,0.7692307692307693,0.10526315789473684
15541,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[574900.0, 617000.0)",16.0,0.2077922077922078,0.11219512195121951
15542,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[659100.0, 701200.0)",10.0,0.12987012987012986,0.1073170731707317
15543,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[827500.0, 869600.0)",2.0,0.025974025974025976,0.02926829268292683
15544,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[869600.0, 911700.0)",6.0,0.07792207792207792,0.004878048780487805
15545,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[911700.0, 953800.0)",8.0,0.1038961038961039,0.35121951219512193
15546,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,UNISEX,TENIS,"[953800.0, 996321.0)",35.0,0.45454545454545453,0.3853658536585366
15547,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[539900.0, 585900.0)",5.0,0.07692307692307693,0.5789473684210527
15548,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[585900.0, 631900.0)",15.0,0.23076923076923078,0.05263157894736842
15549,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[907900.0, 953900.0)",3.0,0.046153846153846156,0.15789473684210525
15550,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[953900.0, 1000360.0)",35.0,0.5384615384615384,0.21052631578947367
15551,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[574900.0, 647400.0)",17.0,0.12142857142857143,0.038461538461538464
15552,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[647400.0, 719900.0)",16.0,0.11428571428571428,0.3076923076923077
15553,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[792400.0, 864900.0)",6.0,0.04285714285714286,0.15384615384615385
15554,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[864900.0, 937400.0)",5.0,0.03571428571428571,0.11538461538461539
15555,PILATOS BUENAVISTA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,"[937400.0, 1009900.0)",88.0,0.6285714285714286,0.38461538461538464
15556,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,"[539900.0, 585900.0)",12.0,0.1518987341772152,0.46808510638297873
15557,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,"[585900.0, 631900.0)",15.0,0.189873417721519,0.0851063829787234
15558,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,"[631900.0, 677900.0)",9.0,0.11392405063291139,0.0425531914893617
15559,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,"[907900.0, 953900.0)",1.0,0.012658227848101266,0.1702127659574468
15560,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,"[953900.0, 1000360.0)",42.0,0.5316455696202531,0.23404255319148937
15561,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[564900.0, 608400.0)",23.0,0.23958333333333334,0.17391304347826086
15562,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[651900.0, 695400.0)",6.0,0.0625,0.13043478260869565
15563,PILATOS BUENAVISTA SANTA MARTA,NEW BALANCE,UNISEX,TENIS,"[956400.0, 1000335.0)",67.0,0.6979166666666666,0.5869565217391305
15564,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[537400.0, 584900.0)",4.0,0.4444444444444444,0.1724137931034483
15565,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[822400.0, 869900.0)",1.0,0.1111111111111111,0.13793103448275862
15566,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,"[917400.0, 965375.0)",3.0,0.3333333333333333,0.41379310344827586
15567,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[574900.0, 617000.0)",20.0,0.1941747572815534,0.05084745762711865
15568,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[659100.0, 701200.0)",9.0,0.08737864077669903,0.05084745762711865
15569,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[911700.0, 953800.0)",1.0,0.009708737864077669,0.2711864406779661
15570,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[953800.0, 996321.0)",73.0,0.7087378640776699,0.559322033898305
15571,PILATOS CAMPANARIO POPAYAN,NEW BALANCE,UNISEX,TENIS,"[564900.0, 608000.0)",23.0,0.26436781609195403,0.4166666666666667
15572,PILATOS CAMPANARIO POPAYAN,NEW BALANCE,UNISEX,TENIS,"[909700.0, 952800.0)",2.0,0.022988505747126436,0.20833333333333334
15573,PILATOS CAMPANARIO POPAYAN,NEW BALANCE,UNISEX,TENIS,"[952800.0, 996331.0)",62.0,0.7126436781609196,0.3333333333333333
15574,PILATOS CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[544900.0, 590400.0)",17.0,0.25,0.075
15575,PILATOS CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[590400.0, 635900.0)",14.0,0.20588235294117646,0.1
15576,PILATOS CARACOLI BUCARAMANGA,NEW BALANCE,UNISEX,TENIS,"[954400.0, 1000355.0)",37.0,0.5441176470588235,0.65
15577,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[569900.0, 612900.0)",35.0,0.33980582524271846,0.10144927536231885
15578,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[655900.0, 698900.0)",5.0,0.04854368932038835,0.13043478260869565
15579,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[913900.0, 956900.0)",8.0,0.07766990291262135,0.15942028985507245
15580,PILATOS CARIBE PLAZA CARTAGENA,NEW BALANCE,UNISEX,TENIS,"[956900.0, 1000330.0)",55.0,0.5339805825242718,0.5797101449275363
15581,PILATOS CHIPICHAPE CALI,NEW BALANCE,UNISEX,TENIS,"[569900.0, 612900.0)",30.0,0.2564102564102564,0.08333333333333333
15582,PILATOS CHIPICHAPE CALI,NEW BALANCE,UNISEX,TENIS,"[655900.0, 698900.0)",7.0,0.05982905982905983,0.11666666666666667
15583,PILATOS CHIPICHAPE CALI,NEW BALANCE,UNISEX,TENIS,"[913900.0, 956900.0)",1.0,0.008547008547008548,0.23333333333333334
15584,PILATOS CHIPICHAPE CALI,NEW BALANCE,UNISEX,TENIS,"[956900.0, 1000330.0)",79.0,0.6752136752136753,0.5666666666666667
15585,PILATOS DORADA,NEW BALANCE,UNISEX,TENIS,"[539900.0, 615900.0)",25.0,0.25510204081632654,0.5
15586,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[574900.0, 617000.0)",30.0,0.3614457831325301,0.07575757575757576
15587,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[659100.0, 701200.0)",18.0,0.21686746987951808,0.12121212121212122
15588,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[827500.0, 869600.0)",6.0,0.07228915662650602,0.015151515151515152
15589,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[911700.0, 953800.0)",2.0,0.024096385542168676,0.26515151515151514
15590,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,"[953800.0, 996321.0)",27.0,0.3253012048192771,0.4318181818181818
15591,PILATOS FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[569900.0, 612900.0)",23.0,0.3898305084745763,0.03125
15592,PILATOS FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[655900.0, 698900.0)",6.0,0.1016949152542373,0.09375
15593,PILATOS FLORIDA PARQUE COMERCIAL,NEW BALANCE,UNISEX,TENIS,"[956900.0, 1000330.0)",30.0,0.5084745762711864,0.84375
15594,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[489900.0, 540500.0)",1.0,0.007462686567164179,0.16111111111111112
15595,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[540500.0, 591100.0)",7.0,0.05223880597014925,0.07777777777777778
15596,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[591100.0, 641700.0)",3.0,0.022388059701492536,0.13333333333333333
15597,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[641700.0, 692300.0)",15.0,0.11194029850746269,0.14444444444444443
15598,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[692300.0, 742900.0)",7.0,0.05223880597014925,0.022222222222222223
15599,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[844100.0, 894700.0)",10.0,0.07462686567164178,0.022222222222222223
15600,PILATOS FUNDADORES MANIZALES,NEW BALANCE,UNISEX,TENIS,"[894700.0, 945300.0)",5.0,0.03731343283582089,0.044444444444444446
